1294 19026
471 404 0.1
9 293 0.1
501 849 0.1
484 1 0.1
802 122 0.1
87 228 0.1
234 616 0.1
453 778 0.1
863 519 0.1
220 523 0.1
521 450 0.1
1112 1073 0.1
1126 907 0.1
301 1050 0.1
228 14 0.1
450 0 0.1
565 905 0.1
910 716 0.1
348 1115 0.1
38 827 0.1
440 22 0.1
60 711 0.1
721 251 0.1
376 1172 0.1
673 120 0.1
105 622 0.1
565 58 0.1
52 99 0.1
416 15 0.1
18 335 0.1
786 825 0.1
203 201 0.1
539 659 0.1
1053 789 0.1
501 484 0.1
561 675 0.1
851 1017 0.1
29 333 0.1
342 252 0.1
397 745 0.1
752 622 0.1
1178 1094 0.1
19 203 0.1
1255 1140 0.1
813 1185 0.1
777 411 0.1
1148 4 0.1
501 405 0.1
122 858 0.1
284 189 0.1
216 283 0.1
17 286 0.1
587 316 0.1
476 725 0.1
934 35 0.1
22 617 0.1
1114 7 0.1
565 333 0.1
35 718 0.1
985 73 0.1
145 114 0.1
1 802 0.1
127 348 0.1
255 363 0.1
203 388 0.1
680 761 0.1
424 439 0.1
1066 418 0.1
1148 234 0.1
246 122 0.1
1000 522 0.1
472 419 0.1
1154 1069 0.1
368 212 0.1
131 48 0.1
166 411 0.1
21 1132 0.1
667 386 0.1
887 743 0.1
1114 345 0.1
7 1097 0.1
122 431 0.1
337 1231 0.1
105 1083 0.1
1247 7 0.1
71 282 0.1
471 1052 0.1
939 822 0.1
176 630 0.1
28 463 0.1
122 286 0.1
193 392 0.1
525 177 0.1
966 13 0.1
1098 757 0.1
272 25 0.1
0 1064 0.1
205 1013 0.1
298 1065 0.1
404 622 0.1
276 1165 0.1
594 596 0.1
745 704 0.1
956 19 0.1
139 459 0.1
1098 324 0.1
342 1206 0.1
931 887 0.1
19 1169 0.1
1 494 0.1
18 580 0.1
203 1180 0.1
476 136 0.1
3 296 0.1
511 305 0.1
809 343 0.1
862 349 0.1
481 230 0.1
953 1255 0.1
27 702 0.1
250 557 0.1
1171 609 0.1
382 38 0.1
1231 337 0.1
19 978 0.1
439 165 0.1
1148 1073 0.1
371 275 0.1
390 363 0.1
728 720 0.1
180 811 0.1
931 85 0.1
1022 22 0.1
842 376 0.1
201 368 0.1
935 901 0.1
348 225 0.1
186 132 0.1
1172 1149 0.1
22 358 0.1
1284 599 0.1
723 471 0.1
1091 1127 0.1
524 220 0.1
800 1160 0.1
853 856 0.1
250 783 0.1
361 122 0.1
766 27 0.1
841 928 0.1
720 703 0.1
1232 1215 0.1
21 54 0.1
738 552 0.1
166 1025 0.1
723 324 0.1
903 56 0.1
599 745 0.1
160 646 0.1
397 1127 0.1
239 238 0.1
348 263 0.1
61 1242 0.1
516 799 0.1
760 959 0.1
1126 250 0.1
7 148 0.1
82 343 0.1
284 575 0.1
301 1015 0.1
30 207 0.1
158 0 0.1
1248 84 0.1
508 221 0.1
0 110 0.1
474 477 0.1
590 7 0.1
516 942 0.1
519 121 0.1
689 342 0.1
177 570 0.1
622 404 0.1
380 7 0.1
858 327 0.1
933 1091 0.1
60 901 0.1
21 377 0.1
276 186 0.1
1109 910 0.1
6 487 0.1
635 539 0.1
358 970 0.1
1023 972 0.1
259 905 0.1
994 1014 0.1
61 557 0.1
32 285 0.1
216 554 0.1
431 655 0.1
485 477 0.1
1100 598 0.1
132 296 0.1
5 38 0.1
1112 1212 0.1
831 110 0.1
7 600 0.1
156 182 0.1
854 453 0.1
782 358 0.1
160 177 0.1
858 8 0.1
52 71 0.1
270 186 0.1
345 251 0.1
1084 1058 0.1
1174 648 0.1
203 245 0.1
42 61 0.1
61 783 0.1
977 910 0.1
227 251 0.1
263 1111 0.1
7 745 0.1
501 504 0.1
544 279 0.1
123 58 0.1
635 214 0.1
1096 324 0.1
622 976 0.1
0 601 0.1
455 27 0.1
21 829 0.1
42 204 0.1
425 220 0.1
92 858 0.1
18 85 0.1
145 205 0.1
311 760 0.1
787 234 0.1
956 755 0.1
60 440 0.1
186 1263 0.1
151 851 0.1
355 236 0.1
84 310 0.1
501 282 0.1
50 322 0.1
343 1227 0.1
127 368 0.1
218 572 0.1
553 361 0.1
1089 815 0.1
1157 109 0.1
560 1083 0.1
23 405 0.1
83 758 0.1
504 929 0.1
503 557 0.1
929 574 0.1
364 245 0.1
19 562 0.1
1 1091 0.1
169 481 0.1
204 590 0.1
278 205 0.1
630 248 0.1
813 568 0.1
157 1076 0.1
669 564 0.1
830 1006 0.1
853 343 0.1
903 698 0.1
343 809 0.1
895 204 0.1
286 1148 0.1
1 552 0.1
981 258 0.1
1139 1102 0.1
1160 61 0.1
974 757 0.1
4 437 0.1
60 13 0.1
1126 1196 0.1
1149 1285 0.1
7 1218 0.1
302 54 0.1
1206 928 0.1
75 584 0.1
330 263 0.1
477 84 0.1
758 207 0.1
61 405 0.1
463 481 0.1
157 854 0.1
49 373 0.1
1206 851 0.1
268 209 0.1
322 931 0.1
73 127 0.1
1 458 0.1
625 570 0.1
755 631 0.1
970 1015 0.1
757 13 0.1
405 408 0.1
978 298 0.1
83 50 0.1
121 363 0.1
358 72 0.1
947 477 0.1
1022 931 0.1
399 702 0.1
516 590 0.1
19 1006 0.1
370 570 0.1
1074 80 0.1
279 544 0.1
745 478 0.1
1022 50 0.1
605 122 0.1
1212 198 0.1
201 364 0.1
236 899 0.1
680 335 0.1
921 43 0.1
116 89 0.1
42 1092 0.1
334 16 0.1
210 226 0.1
564 949 0.1
358 426 0.1
50 635 0.1
893 831 0.1
1022 157 0.1
163 168 0.1
220 399 0.1
935 574 0.1
495 7 0.1
333 232 0.1
884 166 0.1
7 107 0.1
120 267 0.1
284 1004 0.1
779 18 0.1
1040 110 0.1
893 912 0.1
470 963 0.1
343 435 0.1
437 186 0.1
18 1132 0.1
1107 198 0.1
42 586 0.1
1186 715 0.1
284 515 0.1
1206 270 0.1
622 449 0.1
822 7 0.1
181 133 0.1
698 17 0.1
989 622 0.1
186 365 0.1
449 757 0.1
621 631 0.1
342 376 0.1
507 315 0.1
931 397 0.1
1121 343 0.1
276 862 0.1
721 33 0.1
63 54 0.1
122 734 0.1
194 163 0.1
566 139 0.1
18 501 0.1
110 119 0.1
842 931 0.1
898 881 0.1
60 792 0.1
42 511 0.1
260 330 0.1
1034 201 0.1
1112 1257 0.1
501 698 0.1
378 439 0.1
160 878 0.1
470 399 0.1
18 260 0.1
218 220 0.1
19 37 0.1
1048 37 0.1
60 655 0.1
204 95 0.1
425 286 0.1
665 539 0.1
905 4 0.1
1039 745 0.1
726 188 0.1
857 259 0.1
910 311 0.1
929 926 0.1
76 97 0.1
132 147 0.1
1148 477 0.1
160 76 0.1
235 512 0.1
253 1035 0.1
470 361 0.1
768 395 0.1
804 877 0.1
1230 751 0.1
627 598 0.1
27 284 0.1
524 1096 0.1
1149 1160 0.1
433 741 0.1
503 275 0.1
584 931 0.1
364 59 0.1
165 166 0.1
809 834 0.1
522 1293 0.1
169 35 0.1
645 236 0.1
302 257 0.1
175 125 0.1
835 754 0.1
218 528 0.1
808 390 0.1
240 120 0.1
862 217 0.1
863 160 0.1
848 903 0.1
616 483 0.1
445 263 0.1
84 185 0.1
669 615 0.1
17 0 0.1
71 333 0.1
127 229 0.1
553 470 0.1
623 736 0.1
205 859 0.1
809 124 0.1
60 162 0.1
169 477 0.1
1198 1242 0.1
501 16 0.1
139 565 0.1
856 1 0.1
1119 0 0.1
911 591 0.1
127 74 0.1
970 9 0.1
19 703 0.1
221 401 0.1
349 220 0.1
60 17 0.1
44 622 0.1
61 328 0.1
316 395 0.1
524 672 0.1
831 1096 0.1
28 567 0.1
1287 992 0.1
286 567 0.1
838 0 0.1
1021 586 0.1
1022 765 0.1
127 987 0.1
203 1239 0.1
0 1040 0.1
516 268 0.1
224 298 0.1
719 263 0.1
734 177 0.1
793 641 0.1
933 276 0.1
1050 424 0.1
433 50 0.1
72 974 0.1
857 522 0.1
1155 239 0.1
1 470 0.1
772 1289 0.1
1160 311 0.1
644 616 0.1
723 177 0.1
380 532 0.1
749 893 0.1
515 221 0.1
348 58 0.1
22 447 0.1
524 21 0.1
928 1142 0.1
267 4 0.1
822 342 0.1
182 177 0.1
310 122 0.1
805 524 0.1
521 1001 0.1
1050 253 0.1
1160 533 0.1
651 154 0.1
64 528 0.1
449 774 0.1
564 905 0.1
215 315 0.1
380 762 0.1
396 631 0.1
453 610 0.1
348 344 0.1
721 722 0.1
1148 863 0.1
408 29 0.1
154 513 0.1
210 345 0.1
1206 379 0.1
30 244 0.1
160 718 0.1
784 392 0.1
929 397 0.1
966 928 0.1
1226 365 0.1
110 326 0.1
163 981 0.1
347 16 0.1
718 1 0.1
276 28 0.1
333 29 0.1
447 21 0.1
177 753 0.1
358 688 0.1
470 862 0.1
966 819 0.1
401 709 0.1
73 544 0.1
294 392 0.1
186 257 0.1
684 0 0.1
841 1271 0.1
87 195 0.1
250 1160 0.1
397 913 0.1
968 851 0.1
311 1231 0.1
94 741 0.1
256 383 0.1
1142 1031 0.1
422 300 0.1
24 203 0.1
298 982 0.1
333 383 0.1
1075 1098 0.1
1112 1110 0.1
727 19 0.1
893 263 0.1
218 1 0.1
436 120 0.1
533 342 0.1
698 279 0.1
557 560 0.1
9 234 0.1
744 201 0.1
1135 7 0.1
472 908 0.1
968 561 0.1
218 176 0.1
511 533 0.1
347 476 0.1
368 749 0.1
644 436 0.1
702 198 0.1
842 1110 0.1
173 908 0.1
724 1110 0.1
1187 598 0.1
730 23 0.1
605 905 0.1
913 477 0.1
470 282 0.1
18 251 0.1
348 1174 0.1
455 82 0.1
697 454 0.1
937 471 0.1
60 514 0.1
1109 521 0.1
795 977 0.1
317 429 0.1
429 691 0.1
86 234 0.1
507 771 0.1
270 29 0.1
218 466 0.1
859 470 0.1
60 497 0.1
132 6 0.1
169 142 0.1
28 87 0.1
122 182 0.1
29 394 0.1
193 16 0.1
602 380 0.1
1042 453 0.1
877 198 0.1
1 965 0.1
971 1 0.1
311 544 0.1
757 528 0.1
1 886 0.1
623 663 0.1
457 276 0.1
19 509 0.1
476 528 0.1
990 910 0.1
226 203 0.1
500 414 0.1
1280 528 0.1
363 110 0.1
1 743 0.1
74 23 0.1
507 734 0.1
19 618 0.1
536 1132 0.1
805 27 0.1
862 68 0.1
188 115 0.1
61 251 0.1
524 757 0.1
652 386 0.1
723 1022 0.1
1090 251 0.1
122 507 0.1
250 308 0.1
127 110 0.1
404 587 0.1
477 107 0.1
828 67 0.1
316 431 0.1
227 604 0.1
230 365 0.1
853 752 0.1
857 757 0.1
515 27 0.1
970 956 0.1
718 566 0.1
83 125 0.1
581 262 0.1
1025 858 0.1
75 737 0.1
476 84 0.1
956 366 0.1
1071 487 0.1
7 380 0.1
282 269 0.1
14 1064 0.1
396 309 0.1
235 487 0.1
858 1144 0.1
1 163 0.1
662 56 0.1
975 419 0.1
7 397 0.1
135 216 0.1
9 1116 0.1
193 1007 0.1
470 553 0.1
399 615 0.1
1 220 0.1
18 1170 0.1
718 323 0.1
21 17 0.1
186 80 0.1
370 469 0.1
498 286 0.1
976 622 0.1
1006 1187 0.1
1112 266 0.1
1289 1171 0.1
525 673 0.1
137 1248 0.1
0 276 0.1
474 343 0.1
1 77 0.1
18 1061 0.1
58 22 0.1
21 386 0.1
516 804 0.1
788 373 0.1
862 930 0.1
1103 84 0.1
1018 1160 0.1
1112 441 0.1
1255 953 0.1
157 322 0.1
177 652 0.1
822 92 0.1
181 332 0.1
73 627 0.1
471 38 0.1
610 1134 0.1
93 528 0.1
42 514 0.1
439 516 0.1
807 392 0.1
1269 749 0.1
780 576 0.1
1151 713 0.1
124 394 0.1
358 604 0.1
910 1223 0.1
683 279 0.1
77 60 0.1
188 1199 0.1
404 348 0.1
1274 772 0.1
908 1200 0.1
302 931 0.1
858 275 0.1
347 282 0.1
972 815 0.1
39 64 0.1
574 719 0.1
260 371 0.1
648 589 0.1
777 815 0.1
1110 525 0.1
483 330 0.1
157 21 0.1
160 807 0.1
87 340 0.1
380 194 0.1
1006 122 0.1
424 636 0.1
924 825 0.1
392 154 0.1
483 219 0.1
322 71 0.1
929 981 0.1
252 260 0.1
0 975 0.1
94 483 0.1
1159 379 0.1
1093 1223 0.1
263 1138 0.1
445 139 0.1
427 384 0.1
688 604 0.1
213 415 0.1
216 365 0.1
218 263 0.1
352 893 0.1
1148 5 0.1
523 618 0.1
1121 1143 0.1
203 54 0.1
22 622 0.1
1112 622 0.1
388 396 0.1
523 763 0.1
598 157 0.1
929 672 0.1
566 703 0.1
622 791 0.1
734 333 0.1
754 439 0.1
1141 1081 0.1
386 893 0.1
1112 541 0.1
407 17 0.1
7 1083 0.1
430 370 0.1
514 609 0.1
749 368 0.1
127 300 0.1
588 818 0.1
627 1048 0.1
787 943 0.1
60 251 0.1
630 157 0.1
745 933 0.1
246 234 0.1
1223 136 0.1
931 536 0.1
516 166 0.1
644 883 0.1
3 13 0.1
60 106 0.1
278 145 0.1
524 665 0.1
175 267 0.1
892 783 0.1
1206 342 0.1
18 562 0.1
1123 157 0.1
644 770 0.1
98 260 0.1
740 939 0.1
83 424 0.1
1098 325 0.1
364 455 0.1
751 1077 0.1
387 648 0.1
758 787 0.1
9 1182 0.1
447 536 0.1
124 891 0.1
286 414 0.1
528 506 0.1
396 330 0.1
269 724 0.1
571 316 0.1
348 115 0.1
516 619 0.1
644 544 0.1
23 933 0.1
82 163 0.1
564 1059 0.1
853 1014 0.1
124 1002 0.1
358 60 0.1
931 84 0.1
718 300 0.1
276 263 0.1
827 7 0.1
1105 1077 0.1
741 629 0.1
728 576 0.1
358 399 0.1
286 184 0.1
547 132 0.1
772 1255 0.1
18 1270 0.1
557 35 0.1
44 122 0.1
1112 486 0.1
120 240 0.1
210 142 0.1
157 437 0.1
524 172 0.1
358 286 0.1
747 445 0.1
159 347 0.1
931 178 0.1
327 997 0.1
988 929 0.1
1185 1134 0.1
787 1206 0.1
1160 956 0.1
42 599 0.1
793 181 0.1
613 284 0.1
648 1168 0.1
1148 903 0.1
1237 1126 0.1
1014 885 0.1
599 857 0.1
285 273 0.1
286 90 0.1
343 31 0.1
0 111 0.1
396 910 0.1
348 439 0.1
516 943 0.1
166 1248 0.1
445 747 0.1
745 61 0.1
599 974 0.1
30 95 0.1
1156 931 0.1
380 0 0.1
807 317 0.1
440 469 0.1
4 574 0.1
42 649 0.1
96 439 0.1
132 523 0.1
404 368 0.1
863 981 0.1
158 291 0.1
1140 193 0.1
842 908 0.1
42 280 0.1
3 1042 0.1
261 58 0.1
483 358 0.1
284 333 0.1
358 858 0.1
893 463 0.1
470 96 0.1
218 249 0.1
0 828 0.1
683 17 0.1
276 921 0.1
441 862 0.1
99 342 0.1
1115 50 0.1
1227 604 0.1
379 38 0.1
50 1274 0.1
1048 121 0.1
769 616 0.1
592 85 0.1
863 280 0.1
39 330 0.1
1180 35 0.1
5 438 0.1
439 1068 0.1
263 1110 0.1
1200 276 0.1
228 257 0.1
427 492 0.1
263 770 0.1
284 19 0.1
393 300 0.1
962 123 0.1
507 858 0.1
18 195 0.1
952 61 0.1
1179 910 0.1
386 575 0.1
522 755 0.1
616 234 0.1
1148 41 0.1
1182 279 0.1
835 392 0.1
284 130 0.1
857 192 0.1
358 1047 0.1
1175 698 0.1
18 82 0.1
933 827 0.1
19 343 0.1
610 920 0.1
189 27 0.1
445 113 0.1
28 159 0.1
193 216 0.1
250 27 0.1
303 23 0.1
929 588 0.1
1156 261 0.1
400 286 0.1
515 663 0.1
476 553 0.1
157 1154 0.1
28 270 0.1
84 166 0.1
231 273 0.1
216 22 0.1
342 618 0.1
507 553 0.1
661 1006 0.1
648 387 0.1
830 1007 0.1
905 564 0.1
157 1075 0.1
28 445 0.1
374 315 0.1
501 59 0.1
88 208 0.1
359 429 0.1
35 459 0.1
622 525 0.1
182 622 0.1
1137 235 0.1
1174 1188 0.1
204 734 0.1
5 923 0.1
10 823 0.1
886 390 0.1
525 212 0.1
1025 992 0.1
1149 1284 0.1
1275 357 0.1
754 1056 0.1
588 564 0.1
130 124 0.1
330 260 0.1
975 212 0.1
390 554 0.1
286 619 0.1
1227 343 0.1
490 462 0.1
1160 284 0.1
1009 858 0.1
538 144 0.1
188 793 0.1
816 466 0.1
500 27 0.1
173 203 0.1
524 995 0.1
84 858 0.1
1188 330 0.1
72 802 0.1
1124 1096 0.1
1050 375 0.1
25 108 0.1
427 576 0.1
45 17 0.1
407 622 0.1
1014 516 0.1
158 816 0.1
231 810 0.1
604 256 0.1
1046 235 0.1
644 1151 0.1
145 955 0.1
201 275 0.1
571 201 0.1
1176 1109 0.1
974 182 0.1
903 142 0.1
7 469 0.1
889 990 0.1
284 894 0.1
157 488 0.1
232 439 0.1
214 763 0.1
358 427 0.1
653 419 0.1
747 264 0.1
931 193 0.1
220 392 0.1
928 841 0.1
